Dpy-13:474_498
#hits:150
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_069299', '4', '+', '9563370', '9564379'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:878_902
#hits:28
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067009', '3', '-', '10986767', '10987731'
Trascript_details:'NR_070304', '3', '-', '11680279', '11746612'
Trascript_details:'NR_070188', '3', '+', '11023519', '12038522'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_067302', '3', '+', '13018918', '13020016'
Trascript_details:'NM_171361', '4', '+', '6377095', '6378097'
Trascript_details:'NM_077846', '10', '-', '13466668', '13467668'
Trascript_details:'NM_181982', '3', '-', '11705612', '11706544'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_069299', '4', '+', '9563370', '9564379'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:876_900
#hits:28
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067009', '3', '-', '10986767', '10987731'
Trascript_details:'NR_070304', '3', '-', '11680279', '11746612'
Trascript_details:'NR_070188', '3', '+', '11023519', '12038522'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_067302', '3', '+', '13018918', '13020016'
Trascript_details:'NM_171361', '4', '+', '6377095', '6378097'
Trascript_details:'NM_077846', '10', '-', '13466668', '13467668'
Trascript_details:'NM_181982', '3', '-', '11705612', '11706544'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_069299', '4', '+', '9563370', '9564379'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:875_899
#hits:27
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067009', '3', '-', '10986767', '10987731'
Trascript_details:'NR_070304', '3', '-', '11680279', '11746612'
Trascript_details:'NR_070188', '3', '+', '11023519', '12038522'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_067302', '3', '+', '13018918', '13020016'
Trascript_details:'NM_171361', '4', '+', '6377095', '6378097'
Trascript_details:'NM_077846', '10', '-', '13466668', '13467668'
Trascript_details:'NM_181982', '3', '-', '11705612', '11706544'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:840_864
#hits:27
Trascript_details:'NM_072974', '5', '-', '9162027', '9162966'
Trascript_details:'NM_070407', '4', '-', '14985612', '14986720'
Trascript_details:'NM_001269483', '5', '+', '12353001', '12354061'
Trascript_details:'NM_062477', '2', '-', '4866537', '4867418'
Trascript_details:'NM_001269484', '5', '+', '12353301', '12354061'
Trascript_details:'NM_073085', '5', '-', '9632297', '9633302'
Trascript_details:'NM_068119', '4', '-', '4243578', '4244580'
Trascript_details:'NM_078121', '10', '-', '15175036', '15176393'
Trascript_details:'NM_072973', '5', '-', '9159671', '9160604'
Trascript_details:'NM_072124', '5', '-', '5835876', '5836794'
Trascript_details:'NM_069715', '4', '-', '11264924', '11265855'
Trascript_details:'NM_069714', '4', '-', '11264924', '11265855'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_062758', '2', '+', '5830863', '5831910'
Trascript_details:'NM_077709', '10', '-', '12636084', '12636988'
Trascript_details:'NM_069466', '4', '+', '10216455', '10217381'
Trascript_details:'NM_063358', '2', '-', '8358250', '8359295'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_078263', '10', '-', '16380949', '16389255'
Trascript_details:'NM_069714', '4', '+', '11263378', '11264309'
Trascript_details:'NM_001027491', '3', '-', '9337079', '9344314'
Trascript_details:'NM_078262', '10', '-', '16380949', '16389255'
Trascript_details:'NM_073580', '5', '+', '11829575', '11831009'
Trascript_details:'NM_069715', '4', '+', '11263378', '11264309'
Trascript_details:'NM_059194', '1', '-', '5432199', '5433054'
Trascript_details:'NM_072975', '5', '-', '9164332', '9165267'
Trascript_details:'NM_001027492', '3', '-', '9337079', '9344314'
Dpy-13:874_898
#hits:27
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067009', '3', '-', '10986767', '10987731'
Trascript_details:'NR_070304', '3', '-', '11680279', '11746612'
Trascript_details:'NR_070188', '3', '+', '11023519', '12038522'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_067302', '3', '+', '13018918', '13020016'
Trascript_details:'NM_171361', '4', '+', '6377095', '6378097'
Trascript_details:'NM_077846', '10', '-', '13466668', '13467668'
Trascript_details:'NM_181982', '3', '-', '11705612', '11706544'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:492_516
#hits:27
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NM_066328', '3', '+', '7948824', '7949842'
Trascript_details:'NM_063409', '2', '-', '8568026', '8569018'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_001269483', '5', '+', '12353001', '12354061'
Trascript_details:'NM_001270294', '10', '+', '13469401', '13470308'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_001269484', '5', '+', '12353301', '12354061'
Trascript_details:'NM_069971', '4', '-', '12427522', '12428474'
Trascript_details:'NM_059844', '1', '-', '8243747', '8244942'
Trascript_details:'NM_078121', '10', '-', '15175036', '15176393'
Trascript_details:'NM_001270293', '10', '+', '13469386', '13470308'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_068123', '4', '+', '4263333', '4265168'
Trascript_details:'NM_073485', '5', '+', '11385358', '11386325'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_077709', '10', '-', '12636084', '12636988'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_078263', '10', '-', '16380949', '16389255'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_001027491', '3', '-', '9337079', '9344314'
Trascript_details:'NM_073487', '5', '-', '11388871', '11389838'
Trascript_details:'NM_078262', '10', '-', '16380949', '16389255'
Trascript_details:'NM_075994', '10', '-', '2144648', '2145639'
Trascript_details:'NM_059194', '1', '-', '5432199', '5433054'
Trascript_details:'NM_001027492', '3', '-', '9337079', '9344314'
Dpy-13:873_897
#hits:27
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NR_070265', '3', '+', '12785975', '13210622'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067009', '3', '-', '10986767', '10987731'
Trascript_details:'NR_070304', '3', '-', '11680279', '11746612'
Trascript_details:'NR_070188', '3', '+', '11023519', '12038522'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_067302', '3', '+', '13018918', '13020016'
Trascript_details:'NM_171361', '4', '+', '6377095', '6378097'
Trascript_details:'NM_077846', '10', '-', '13466668', '13467668'
Trascript_details:'NM_181982', '3', '-', '11705612', '11706544'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068197', '4', '-', '4608285', '4609650'
Trascript_details:'NM_062161', '2', '-', '3500149', '3502447'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_072673', '5', '-', '8049804', '8050844'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_001029563', '10', '-', '13510039', '13510999'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_073039', '5', '-', '7913840', '8316095'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NR_070174', '2', '-', '3288176', '3930187'
Trascript_details:'NM_077873', '10', '+', '13591427', '13592391'
Trascript_details:'NM_181973', '3', '+', '11703909', '11704885'
Trascript_details:'NM_067007', '3', '-', '10982100', '10983127'
Trascript_details:'NM_071851', '5', '-', '4652895', '4653944'
Dpy-13:688_712
#hits:27
Trascript_details:'NM_064020', '2', '-', '11336663', '11337685'
Trascript_details:'NR_049925', '4', '+', '1069454', '1689256'
Trascript_details:'NM_182305', '4', '+', '1548732', '1549673'
Trascript_details:'NM_077469', '10', '+', '11201473', '11202377'
Trascript_details:'NM_067581', '4', '-', '762452', '763664'
Trascript_details:'NR_050746', '4', '+', '1217410', '1920720'
Trascript_details:'NM_073933', '5', '+', '13441952', '13443357'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NR_050721', '4', '+', '1238013', '1752225'
Trascript_details:'NM_063181', '2', '+', '7544085', '7545211'
Trascript_details:'NM_001307454', '4', '-', '4655821', '4656556'
Trascript_details:'NM_001306994', '4', '-', '12108749', '12109589'
Trascript_details:'NM_067693', '4', '+', '1548732', '1549673'
Trascript_details:'NM_069428', '4', '-', '10084463', '10085416'
Trascript_details:'NM_182112', '2', '+', '7544085', '7545211'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_078263', '10', '-', '16380949', '16389255'
Trascript_details:'NM_069896', '4', '-', '12108749', '12110223'
Trascript_details:'NM_063960', '2', '-', '11012434', '11013701'
Trascript_details:'NM_001027491', '3', '-', '9337079', '9344314'
Trascript_details:'NR_070175', '4', '+', '1356070', '1628498'
Trascript_details:'NM_067556', '4', '+', '604443', '605876'
Trascript_details:'NM_067008', '3', '-', '10984513', '10985485'
Trascript_details:'NM_078262', '10', '-', '16380949', '16389255'
Trascript_details:'NM_068206', '4', '-', '4655821', '4657579'
Trascript_details:'NM_001027492', '3', '-', '9337079', '9344314'
Trascript_details:'NM_077468', '10', '+', '11199410', '11200311'
Dpy-13:577_601
#hits:26
Trascript_details:'NM_069706', '4', '+', '11225493', '11226463'
Trascript_details:'NM_059689', '1', '+', '7401693', '7402705'
Trascript_details:'NM_182468', '10', '+', '6334261', '6335185'
Trascript_details:'NM_069125', '4', '+', '8824800', '8825959'
Trascript_details:'NM_070407', '4', '-', '14985612', '14986720'
Trascript_details:'NM_077559', '10', '-', '11711310', '11712213'
Trascript_details:'NM_069235', '4', '+', '9321789', '9322221'
Trascript_details:'NM_001029723', '10', '+', '6279979', '6280885'
Trascript_details:'NM_069126', '4', '-', '8822992', '8824151'
Trascript_details:'NM_068119', '4', '-', '4243578', '4244580'
Trascript_details:'NR_050746', '4', '+', '1217410', '1920720'
Trascript_details:'NM_059690', '1', '-', '7403337', '7404349'
Trascript_details:'NM_069125', '4', '-', '8822992', '8824151'
Trascript_details:'NM_182455', '10', '+', '6329123', '6330026'
Trascript_details:'NR_070178', '4', '+', '3674859', '4526957'
Trascript_details:'NM_182467', '10', '+', '6331672', '6332575'
Trascript_details:'NM_073485', '5', '+', '11385358', '11386325'
Trascript_details:'NM_069672', '4', '-', '11101940', '11102674'
Trascript_details:'NM_067732', '4', '+', '1768619', '1769666'
Trascript_details:'NM_073512', '5', '+', '11484035', '11484980'
Trascript_details:'NM_076659', '10', '+', '6326351', '6327257'
Trascript_details:'NM_068118', '4', '+', '4235623', '4236640'
Trascript_details:'NM_070647', '4', '-', '17182847', '17183693'
Trascript_details:'NM_069126', '4', '+', '8824800', '8825959'
Trascript_details:'NM_073487', '5', '-', '11388871', '11389838'
Trascript_details:'NM_076658', '10', '+', '6323451', '6324357'
Dpy-13:680_704
#hits:26
Trascript_details:'NM_064020', '2', '-', '11336663', '11337685'
